ASV,taxonomy,RB1903_J2_1128_Sedna_18S_1L_Sterivex,RB1903_J2_1128_Sedna_18S_10L_Prefilter,RB1903_J2_1128_Darya_18S_1L_Sterivex,RB1903_J2_1130_Sedna_18S_1L_Sterivex,RB1903_J2_1131_Sedna_18S_1L_Sterivex,RB1903_J2_1131_Sedna_18S_10L_Prefilter,RB1903_J2_1131_Darya_18S_1L_Sterivex,RB1903_J2_1131_Darya_18S_10L_Prefilter,RB1903_J2_1133_Sedna_18S_1L_Sterivex,RB1903_J2_1133_Sedna_18S_10L_Prefilter,RB1903_J2_1133_Darya_18S_10L_Prefilter,RB1903_J2_1134_Sedna_18S_1L_Sterivex,RB1903_J2_1134_Sedna_18S_10L_Prefilter,RB1903_J2_1134_Darya_18S_1L_Sterivex,RB1903_J2_1134_Darya_18S_10L_Prefilter,RB1903_J2_1135_Sedna_18S_1L_Sterivex,RB1903_J2_1135_Darya_18S_1L_Sterivex,RB1903_J2_1135_Darya_18S_10L_Prefilter,RB1903_J2_1136_Sedna_18S_1L_Sterivex,RB1903_J2_1136_Sedna_18S_10L_Prefilter,RB1903_J2_1136_Darya_18S_1L_Sterivex,RB1903_J2_1136_Darya_18S_10L_Prefilter,RB1903_J2_1137_Sedna_18S_1L_Sterivex,RB1903_J2_1137_Sedna_18S_10L_Prefilter,RB1903_J2_1137_Darya_18S_10L_Prefilter,PCRBlankAA18S,Lab_extraction_ctl_18S_10L_Prefilter,RB1903_Postcruise_ctl_Sedna_18S_1L_Sterivex,RB1903_Postcruise_ctl_Sedna_18S_10L_Prefilter,RB1903_Postcruise_ctl_Darya_18S_1L_Sterivex,RB1903_Postcruise_ctl_Darya_18S_10L_Prefilter,RB1903_Precruise_ctl_Sedna_18S_1L_Sterivex,RB1903_Precruise_ctl_Sedna_18S_10L_Prefilter,RB1903_Precruise_ctl_Darya_18S_1L_Sterivex,RB1903_Precruise_ctl_Darya_18S_10L_Prefilter,Lab_extraction_ctl_18S_1L_Sterivex,RB1903_J2_1128_Darya_18S_10L_Prefilter,RB1903_J2_1130_Sedna_18S_10L_Prefilter,RB1903_J2_1133_Darya_18S_1L_Sterivex,RB1903_J2_1135_Sedna_18S_10L_Prefilter,RB1903_J2_1137_Darya_18S_1L_Sterivex,,
3d7599fd9f8020667279ca89d0d03d3c,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3d77248e3b2299ec666dc061fa31a7b8,d__Archaea; s__uncultured archaeon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,,
3d777c41f71473c3721ec4e9ae26b8d6,d__Eukaryota; p__Euglenozoa; o__Diplonemea; f__Diplonemidae; g__Diplonema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,,
3d78e25ae4b869c74835cd8d45775f85,d__Eukaryota; p__Imbricatea; o__Thaumatomonadida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,,
3d7ca988fa3d3383125d54471d8dc6bb,d__No_hits,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3d7d1f23fc03929e4f5c165d2b3f8724,d__Eukaryota; p__Foraminifera; o__Rotaliida; f__Globigerinidae; g__Globigerinita; s__Globigerinita glutinata,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3d80adf73ae4e064e78c71049c9e7366,d__Eukaryota,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3d81053d1ef89d116ecdd7680daa9c97,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3d823c05a70f71e21525d1362896a84a,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3d830b3c0f8a11d383886ccb331052e4,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3d8351bd65ade0e3425400e8f444cda6,d__Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3d8a2601b428b2c5dfab789179ce268b,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,0,0,11,0,0,36,50,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3d8cc929c82bdec489df2a82274420c8,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3d8eff9c339a84802aa18a11391cdedf,d__Unassigned,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3d941ae46e6436dc40a75229a8ec949b,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,48,109,57,42,0,0,0,0,0,0,0,49,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,23,0,,
3d948444f22d135e7434b027aa55b12f,d__Eukaryota; k__Metazoa; p__Xenacoelomorpha; o__Acoela; f__Convolutidae; g__Pseudaphanostoma; s__Pseudaphanostoma smithrii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,
3d99c6c17a06b1130cda80b42343519c,d__Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3d9b40e7766d9a3a1328b6205f1f84b8,d__Eukaryota; s__uncultured eukaryote,14,289,163,451,734,639,257,456,13,113,133,103,92,36,61,716,1108,538,0,480,318,210,131,199,486,0,0,0,0,0,0,0,0,0,0,0,57,478,226,1032,101,,
3d9c0796eb7a804c489ee87e83de7ecb,d__Eukaryota; k__Metazoa; p__Cnidaria; c__Hydrozoa; o__Leptothecata; f__Sertulariidae,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3da2366bcd277feafdc979b7b3a38749,d__Eukaryota; s__uncultured eukaryote,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3da34ddb3b580df3f04c5c9b32cce169,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3da371341fa9d68cd34ebd1f87f8cf53,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,,
3da5693e8ea28bf5fe7bbd29c3c81113,d__Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3daac651403f31816d66338e10697530,d__No_hits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,
3daba26f76bcd860754882c7a3bf910d,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dad80ec967f40b83861bd5ed31d8e79,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dad8cccac4fb8a95d16f9afef0dab92,d__Eukaryota; p__Heterolobosea; g__Percolomonas; s__Percolomonas cosmopolitus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3daf5064c46319b950129661732e4d36,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3db0f98f84318e178b67e2c66060645d,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,
3db2e105201b970346b4723343b7050f,d__Eukaryota; p__Foraminifera,0,0,0,0,0,0,0,0,0,0,0,15,9,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3db2f71c773397e051485355bc0ce9b8,d__Eukaryota; p__Foraminifera; o__Rotaliida; f__Globigerinidae; g__Globigerinita; s__Globigerinita glutinata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3db375d18f5dab6488a4432e6fba485f,d__Bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,,
3db3cfdcaa31cde16703ba7a244b55a4,d__Eukaryota; s__uncultured marine eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,,
3db41c8fd8e22b52b630e278162be66d,d__Archaea; s__uncultured archaeon,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3db4c8ab2a5ed66cc23acbadcb2dc7c3,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3db4ca8766b452fabc07464fa9898a8b,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,0,0,0,6,0,0,27,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3db5c90d5f77f8a86a55efa1f54e5b65,d__Bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,59,,
3dbbf566c460466cc12761e9b0856ea3,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,
3dbc18db5dcfd2a326348076d4cd5da1,d__Eukaryota; s__uncultured marine eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dbc58ab152d713be2824a4b85bc8321,d__Archaea; s__uncultured archaeon,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dc27e2f210109d4eb177b1f41a867e3,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dc64f5576042f22b2e86682e871d965,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,,
3dc6958dc32c8e8697430d79127f9e44,d__Bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dc6b953b58042aae56eecdd3efc4304,d__Eukaryota; c__Oomycota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dc723361897af1ee6234e168058468e,d__Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dc79839ef79eba8fa3585e51a42f7f6,d__Bacteria,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,
3dc91d90b0ad6eb79e020b48869ca8e5,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,,
3dc9dfd048549dbca70988dc661577ae,d__Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,,
3dcb16b84594b5397fb71608b8fcdcc1,d__Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dccffb05b0efbc6cea382c2367a32f0,d__Eukaryota; p__Perkinsozoa; o__Perkinsida; f__Perkinsidae; g__Perkinsus,16,66,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,40,0,,
3dcea3ff7b78425f514f4974db5c7fb0,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dcf4a9e67b456398c6abd209207645f,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dcf90e32d0b175330aa79e75d2466ed,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae,26,1222,19,0,0,6,53,21,0,96,76,0,59,0,11,0,29,16,0,100,40,0,0,22,0,0,0,65,48,134,21,40,68,111,10471,4,400,2534,18,17,0,,
3dd288f7f76adc568c85494904492ff4,d__Eukaryota,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dd4557b593010edea372bc5a0f384f7,d__Unassigned,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dd5a18d116fc91a320574a462a7e3d9,d__Unassigned,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dd60fe1ce699040943f153a2a89a5c5,d__Unassigned,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dd6971c33d72009b43b1ce36bd7d68c,d__Archaea; s__uncultured archaeon,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dda8bf4c6507addd24f3cae8382184d,d__No_hits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,
3ddca4ff16c962bdcae8299f88b761e6,d__Eukaryota,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,18,36,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,
3dde9e90bd51943b0db6df80eb78b127,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,0,0,0,0,0,19,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3ddefb8f718707bd8c98683c066ef194,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3ddf853e377c82d6aa4616d5e53f0807,d__Eukaryota,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3de101782461bbdc3f5061b68647074c,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3de11a5a3cd85df8d5a7ca1faf4d9c2b,d__Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3de914573476e6c5f202ea9d8b5d37f9,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3de91f8feb7948fcfc8cccd43736638f,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dea2265bc71d48718aefa83a3fe3eb2,d__No_hits,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3decae461fdba57da9d1803227b347cc,d__Eukaryota; k__Viridiplantae; p__Chlorophyta; c__Chlorophyceae; o__Sphaeropleales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,,
3deecf7b594afd2de107152eddd1902d,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3def7485e1a83ee38906fa3368eb72b5,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,25,0,52,0,0,0,0,0,0,0,41,69,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,,
3df166c6be6e7913b33bfdd25f673227,d__Eukaryota,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3df25faf42a7b59c14736ad7885b3966,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3df6b584a0777a43412306218e9010da,d__Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3df70444b0d26f9eea854e16f3e0a6f8,d__Eukaryota,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3df82e84344b58a470ede617964953a0,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,,
3df9acb05e94e17a9f641e0614a6a806,d__Bacteria; s__uncultured bacterium,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dfa414f341e735eea9c419a25711be3,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,,
3dfcaae32657f5c2f978c8b35c2c0b82,d__Eukaryota; k__Metazoa; p__Annelida; c__Polychaeta; o__Phyllodocida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,98,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,,
3dfe23ac6464e1c4ea34ecfad1e7febb,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,
3dfe6af5156e7c4390c3e3ad42479bf7,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dfe85186197a1ac24a6b1b73ab413f1,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,9,0,0,0,0,20,8,8,11,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dfe9420edbfedfba988ccd1d867ece3,d__Eukaryota; k__Viridiplantae; p__Streptophyta; c__Magnoliopsida; o__Fabales; f__Fabaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dff6422004d4355d54c60477b80ac5b,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3dff8ff9526aec5675417cdcb899d8e1,d__Unassigned,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3e02e337699baefe422f20308335a0a4,d__Eukaryota; s__uncultured eukaryote,345,96,104,0,0,19,18,44,8,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,,
3e032251da8fa5dd5e86f5b83eeb62d2,d__Eukaryota; k__Metazoa; p__Arthropoda; c__Hexanauplia; o__Calanoida; f__Scolecitrichidae; g__Scolecithricella,0,0,0,0,0,0,0,0,0,0,22,23110,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3e048c73b7532b434661e466750fa3f4,d__Eukaryota; p__Euglenozoa; o__Diplonemea; s__Diplonemida sp. 21sb RG-2016,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3e06e15debc953dfab732803258bcb64,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,,
3e089e4e991b4713147af107af59f5e0,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3e0a540f64dcf663f5ac87a98aa21048,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3e0bd6f9f5052be4ab69fe8e8543949c,d__Eukaryota,0,36,23,0,21,61,29,65,0,11,12,0,0,0,0,0,0,31,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,10,,
3e0be2ee89bd498a761498601ff0012f,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3e0ca50a1e8ac854ef517163825c8c6d,d__Unassigned,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3e0d241dc781367c4e04dbb39c9914e4,d__No_hits,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3e0e8f1771a1a447070aece13bbf8a05,d__Eukaryota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,
3e0ec0381f29cc22d36135abb5bcdb1d,d__Eukaryota; k__Fungi; p__Basidiomycota; c__Agaricomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,,
3e10b8357b96ed61bb0524b57ec41ebb,d__Bacteria; s__uncultured bacterium,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,
3e10d26c23fd02e108f6966a5cce1be6,d__Unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,
3e13152771ba2e0e80b179a64f74992c,d__Bacteria,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3e134c51768a6d634a39acc828eba205,d__Eukaryota; s__uncultured eukaryote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,16,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,79,,
3e13c7f28f5d0a22afb7c9773002dcdd,d__Eukaryota; p__Foraminifera; o__Rotaliida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
